01,33,北,140.32,false,true,190
01,32,北,140.32,false,true,193
01,31,北,140.32,false,true,194
01,30,北,140.32,false,true,194
01,29,北,140.32,false,true,194
01,28,北,140.32,false,true,194
01,27,北,140.32,false,true,194
01,26,北,140.32,false,true,195
01,25,北,140.32,false,true,195
01,24,北,140.32,false,true,195
01,23,北,140.32,false,true,195
01,22,北,140.32,false,true,195
01,21,北,140.32,false,true,196
01,20,北,140.32,false,true,196
01,19,北,140.32,false,true,196
01,18,北,140.32,false,true,196
01,17,北,140.32,false,true,196
01,16,北,140.32,false,true,197
01,15,北,140.32,false,true,197
01,14,北,140.32,false,true,197
01,13,北,140.32,false,true,197
01,12,北,140.32,false,true,197
01,11,北,140.32,false,true,196
01,10,北,140.32,true ,true,196
01,9 ,北,140.32,true ,true,196
01,8 ,北,140.32,true ,true,196
01,7 ,北,140.32,true ,true,196
01,6 ,北,140.32,true ,true,195
01,5 ,北,140.32,true ,true,195
01,4 ,北,140.32,true ,true,195
01,3 ,北,140.32,true ,true,190
01,2 ,北,140.32,true ,true,192

02,33,南,140.32,false,true,193
02,32,南,140.32,false,true,196
02,31,南,140.32,false,true,197
02,30,南,140.32,false,true,197
02,29,南,140.32,false,true,197
02,28,南,140.32,false,true,197
02,27,南,140.32,false,true,198
02,26,南,140.32,false,true,198
02,25,南,140.32,false,true,198
02,24,南,140.32,false,true,198
02,23,南,140.32,false,true,198
02,22,南,140.32,false,true,198
02,21,南,140.32,false,true,199
02,20,南,140.32,false,true,199
02,19,南,140.32,false,true,199
02,18,南,140.32,false,true,199
02,17,南,140.32,false,true,199
02,16,南,140.32,false,true,199
02,15,南,140.32,false,true,199
02,14,南,140.32,false,true,199
02,13,南,140.32,false,true,199
02,12,南,140.32,false,true,199
02,11,南,140.32,false,true,199
02,10,南,140.32,false,true,199
02,9 ,南,140.32,false,true,199
02,8 ,南,140.32,false,true,199
02,7 ,南,140.32,false,true,199
02,6 ,南,140.32,false,true,198
02,5 ,南,140.32,false,true,198
02,4 ,南,140.32,false,true,198
02,3 ,南,140.32,false,true,193
02,2 ,南,140.32,false,true,195

03,33,西,140.36,false,true,192
03,32,西,140.36,false,true,195
03,31,西,140.36,false,true,196
03,30,西,140.36,false,true,196
03,29,西,140.36,false,true,196
03,28,西,140.36,false,true,196
03,27,西,140.36,false,true,196
03,26,西,140.36,false,true,197
03,25,西,140.36,false,true,197
03,24,西,140.36,false,true,197
03,23,西,140.36,false,true,197
03,22,西,140.36,false,true,197
03,21,西,140.36,false,true,197
03,20,西,140.36,false,true,197
03,19,西,140.36,false,true,197
03,18,西,140.36,false,true,197
03,17,西,140.36,false,true,197
03,16,西,140.36,false,true,198
03,15,西,140.36,false,true,198
03,14,西,140.36,false,true,198
03,13,西,140.36,false,true,198
03,12,西,140.36,false,true,198
03,11,西,140.36,true ,true,197
03,10,西,140.36,true ,true,197
03,9 ,西,140.36,true ,true,197
03,8 ,西,140.36,true ,true,197
03,7 ,西,140.36,true ,true,197
03,6 ,西,140.36,true ,true,197
03,5 ,西,140.36,true ,true,197
03,4 ,西,140.36,true ,true,197
03,3 ,西,140.36,true ,true,192
